security_code,cash_per_share_2022,cash_per_share_2023,cash_per_share_2024,coverage_2022,coverage_2023,coverage_2024,strict_dividend_growth,cash_coverage_pass,eligible
000686,0.1,0.1,0.0699999999999999,11.59640016171827,-8.041423100707839,66.7535971709257,False,False,False
000690,0.03,0.3,0.15,18.321108270882025,3.074549206310768,5.145414867248338,False,True,False
000705,0.06,0.06,0.06,-1.0018871711723,4.530260371217188,3.7957759235613406,False,False,False
000708,0.7,0.5646744,0.5072162,3.802528401779733,3.7396891608598355,4.195893606979568,False,True,False
000713,0.02,0.02,0.02,32.25154602172735,13.496222487112613,-2.2947993524522805,False,False,False
000718,0.12,0.02,0.04,2.179512965964843,8.371708286023107,4.306800539072427,False,True,False
000719,0.38,0.42,0.6,4.113053883253716,5.095606232944119,2.2303280741139404,True,True,True
000725,0.061,0.03,0.05,18.469516459256074,33.910443372952976,25.51864537276937,False,True,False
000728,0.15,0.15,0.1,5.855029261753964,-8.088596149863028,7.450599236055389,False,False,False
000733,1.145,1.114,0.18,1.3782916770777596,1.9954228088832124,16.048161567576614,False,True,False
000735,0.02,0.02,0.02,24.91238073269163,15.69444079885613,16.12762170182591,False,True,False
000738,0.053,0.1659999999999999,0.172,11.322620942972453,4.503939724070799,-1.1563874036278687,True,False,False
000750,0.0349999999999999,0.04,0.03,-13.257671611517967,1.7073991612302764,-11.710953193760247,False,False,False
000753,0.02,0.025,0.015,27.716537429991938,-9.94376793180351,-16.79960730586656,False,False,False
000768,0.1,0.1,0.12,105.2837932641982,-19.82437733712324,-0.1727261448067365,False,False,False
000783,0.12,0.12,0.15,3.4985877462720727,7.037394233408461,22.5072298249184,False,True,False
000786,0.655,0.835,0.865,3.3112812393574154,3.355962604336364,3.513329820906364,True,True,True
000789,0.26,0.09,0.15,4.077274621962371,10.635587256538917,6.671920090434575,False,True,False
000791,0.06,0.11,0.18,13.397740478344087,10.15239932000961,6.702605556444424,True,True,True
000795,0.08,0.027,0.124,0.7148666076646927,13.97397527583213,4.16119601331136,False,False,False
000810,0.2,0.15,0.05,7.000441563165707,2.754566062784072,5.845192355637179,False,True,False
000823,0.1,0.1,0.2,15.684542404482658,12.389562694344038,4.337744146641415,False,True,False
000828,0.25,0.325,0.325,-3.4712907848263437,1.1507742666938678,4.063414807675483,False,False,False
000829,0.032,0.025,0.01,-116.17026513716846,151.48040563104314,-29.621669389043802,False,False,False
